Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
21,0.612885653,2.375640919,2.592937767,-1.432109239,1.251116386,1.801410646,2.158755443,2.990124453,1.520684657,3.092051498,3.587256527,2.887204289,2.837842972,-0.694121309,0.962343575,3.022909418,3.150700393,2.647108327,6.435304364,1.282843756,-0.202818004,2.011905134,3.351917823,3.496797559,-0.424065275,-0.59001099,0.374259488,4.357012117,-3.277409753,5.335571411,4.435848654,0.833467471,1.824246881,2.656288393,3.966616478,2.974808294,-1.513273877,2.445666735,2.424315481,1.419487603,2.407176759,0.59895939,0.848082514,1.540521445,1.30615021,4.284629258,1.924728142,-1.761813573,-1.613460722,3.008910483,4.917329183,-22.0785475,-1.724249994,1.864522326,4.210388569,3.365416236,3.414971496,3.039730089,0.620322348,-0.057839277,2.220503318,3.917676839,-0.917616931,3.606654356,-3.096666808,1.052424361,-0.065272944,-2.392887732,2.409847113,0.544851963,-0.707706271,-0.170923608,0.392966875,-1.315639566,-0.733172379,1.617734435,-5.752637899,0.675647608,-0.948658527,-0.039289773,3.362209805,2.137841835,-1.236141248,-2.11117889,7.947934764,6.648806675,7.147329436,19.6030765,15.10910135,18.04389739,37.13325368,38.48419773,38.38672089,71.22587747,76.17274532,86.67764312
22,3.835062992,2.233426823,-1.191936776,-0.148878821,1.80507973,4.254140787,1.966223667,0.995787558,0.271536077,0.709719792,4.50474554,-1.404158475,3.91165196,6.2502978,7.132126552,3.964757361,0.972095528,2.926487839,7.706255796,3.089516058,4.613639942,1.030666192,6.923069115,3.319081048,-2.085537727,-0.391797947,3.441297139,2.096191599,1.717269616,3.393723554,3.789364284,0.121401748,7.437706711,4.534203769,0.065904494,-2.650438943,0.841663365,5.968895704,-1.868770009,3.322512663,2.513020235,3.960275576,1.203951077,-1.355050226,4.274652551,-0.223968584,1.474126934,3.57067558,0.305690798,3.115765645,1.075392771,-8.969928134,0.674538397,4.356002088,0.259574847,1.07962113,4.861429751,0.898001493,-0.802908714,4.049950024,1.841118217,2.701133051,-3.82505651,2.042959168,3.59504313,2.030723862,2.62424983,-1.490165121,0.878336974,0.079634185,0.056394131,-0.012597596,0.2821999,-0.163295013,-3.333613206,-1.121776185,0.256224357,3.486644547,-2.175853364,-0.440822702,-0.345163943,0.338169133,-3.589010715,-1.963466786,15.9169847,18.40867929,18.66776667,44.76590273,35.11641303,40.40633068,75.24237066,79.43877796,78.62687324,145.587665,146.2889182,167.4810249
23,1.260052931,0.451859461,2.812145012,2.374853596,4.518758294,3.677329991,1.04510052,2.869274301,3.793117335,-0.281904815,3.197223991,3.745520765,0.850913227,3.196213208,5.262878085,7.043361558,-1.113183903,2.591103362,2.071558712,1.600119084,1.017085567,0.701953788,4.51952045,0.995106612,6.786078772,-0.470180727,1.681138373,9.584456339,6.242518746,0.579506021,-1.8448323,2.919881552,-1.708219705,0.16899511,5.786645694,1.238920579,6.089071642,-0.387776108,6.385666785,-0.129195489,1.728774377,2.45887505,3.133483428,0.819148033,0.041321847,5.841659157,5.408608355,-1.325277918,1.754988614,2.499653664,3.182587286,-18.48916103,3.614854084,3.418297054,-0.840003511,0.715594374,5.284311614,0.057927228,-1.239011921,9.370170206,1.138043504,1.043529706,1.835287409,1.717827193,-0.625647241,0.3890493,-1.204879982,1.023612897,3.544624211,-1.390320028,-0.463804427,1.721159071,0.717103978,1.936822965,-0.15061224,3.415969536,-5.824987171,1.779972949,3.435145699,-5.228817222,-5.73447379,3.5859409,7.72038798,1.840490249,36.34884009,32.1353855,36.8385196,80.72683953,74.1389981,79.31716187,145.6057151,151.1422959,148.2167095,294.2745992,308.9199097,327.6712645
24,1.731734326,1.269592981,5.652444959,1.664849102,-1.009432055,2.214079593,-1.28569694,2.577983883,1.772208867,6.815569633,0.856318387,2.026754669,0.598597904,4.191943573,-0.619418646,5.255543394,5.461882881,6.729498904,0.774890196,1.355697239,4.528139675,5.729448577,0.036833294,-0.626730988,6.184150085,-1.440488584,0.388076526,4.618560176,1.849215877,2.311437504,4.028412936,2.667028438,2.506484577,2.900469581,2.214077097,3.687667713,2.951358054,0.831062901,1.370440385,2.70394224,5.350155838,0.502170385,3.83583174,1.960849406,1.27031733,1.982679114,6.734713429,3.204580436,2.782095037,-0.823727109,0.759240858,-11.16627641,-1.022675417,2.986592456,1.826147199,3.336705353,2.578535122,2.36221035,0.803160428,2.600998928,-1.615190233,-0.42766636,-0.5895164,-2.201913597,-1.104896658,-3.435175912,0.055040569,-1.204721997,0.368326853,-1.767260377,-3.428929303,-1.677978907,-3.768014003,1.048442766,-1.655814745,-0.936132352,-0.104880101,-1.352888099,2.543581595,2.880718801,-0.883870738,8.06076154,5.083477957,5.270910248,57.81118639,51.4345944,67.45301622,138.6132018,124.977778,130.8066281,252.1376175,255.4527164,249.3558365,475.4115153,497.4336613,516.3934694
25,0.969597232,4.415037385,0.843527228,5.303292851,2.257355375,2.721984645,-1.175498617,1.601111809,2.042583161,1.390153255,1.865693208,-1.025678601,1.826917332,2.305905334,1.382795341,5.141019755,2.877905772,1.777237649,2.673252046,2.227229078,0.708893343,2.127012577,3.909777701,4.715636461,0.631998973,3.022918029,5.636527598,2.794906423,0.723362149,1.993971235,5.100552381,3.454152726,-0.228722453,2.982018652,3.468405613,5.810652193,-2.081188998,-1.340128866,1.92171618,0.267325284,1.195608173,1.84299963,1.251623509,1.585935696,2.096317556,4.205156441,3.565942648,5.808126094,-1.163389311,0.752247235,0.888998709,-21.63932233,0.581947441,2.902288427,-0.94570434,1.882089252,-1.789753907,2.44809092,0.601128655,1.933424526,-2.104650955,-6.042179742,-0.69777449,-3.16837608,0.704050636,-4.112074838,-0.893387453,-1.312206052,-2.950374181,0.793094314,-2.571542538,-1.832177112,-1.321240323,-0.38275551,1.567861594,-0.217874353,3.830382038,1.286030434,7.255817036,7.747352497,-0.279415403,14.14776546,12.28057899,9.745177046,82.08208834,80.73718558,91.2968832,195.5321981,182.0110387,188.7342498,356.9285151,357.1700624,349.2753961,679.9647517,704.3662433,725.9310017
26,4.364675604,5.667633563,3.2233459,-1.387621117,1.823458697,2.981303901,-1.593112176,5.695097366,3.47058758,3.128722681,5.324078806,-0.866210898,0.539478138,-0.770240766,-0.286931941,5.245710079,2.501461333,2.487371528,6.84067054,1.137539604,3.154215018,2.082669451,2.655548111,2.556310634,1.127036843,4.55588078,6.64573876,3.111104065,2.307197923,6.033620184,5.87391863,1.896923805,2.110287109,1.186567846,8.955306489,0.778998989,-2.203815499,4.675180442,3.895078033,6.115395589,0.518066559,0.221581082,8.124693725,1.967453339,1.514610377,5.534623831,5.257563723,2.383632044,0.104401728,-1.518785481,2.387237869,-10.71612996,-2.595116893,-0.039776614,0.423543568,2.448590489,-0.714597723,4.690117657,3.163864414,1.748419634,0.30456933,-3.677140017,1.719203508,-3.249405679,-0.460822531,-0.151108332,-1.946331293,0.870506188,-0.229495323,-1.005031737,-0.549766623,-0.465733609,2.261725544,6.314295789,1.772386721,6.846840092,5.294806363,3.048551271,13.48309448,11.58445465,9.915672706,28.64757146,26.6908011,27.96665002,104.0790405,100.8690504,109.7005953,244.703351,229.8101521,239.5818445,451.36203,452.273038,437.762502,868.1232699,895.6410809,924.4493212
27,1.811768428,4.468311554,-1.094601849,3.343834202,0.490742417,1.358110289,2.899615274,0.32974169,1.376217031,0.535589021,0.960441144,1.0097525,2.817224485,2.025589585,1.48310165,7.25183079,1.71536531,0.408105775,1.467936882,0.203028607,5.10181549,-0.751795094,-1.973589683,7.523415447,2.729874876,5.331864136,0.61644491,3.363208401,1.683117405,3.918797137,1.834105066,3.245057903,5.44525669,3.981844174,2.469027929,1.321423265,0.509454974,2.965025935,7.994977458,0.090807175,0.019873458,2.866978939,0.699316386,3.920689924,1.828479148,2.163186194,1.229591629,1.469479376,-2.624319143,-0.469307753,2.90826155,-41.07018685,2.77373723,2.19933325,-1.7349533,-0.464378868,-1.378270061,2.578912193,1.752699932,4.215126756,-1.766672718,0.399185161,-0.121416249,-1.190684402,0.068416562,-0.911778206,0.303682846,1.06769115,-1.386718274,1.22158915,-3.121785263,2.766487441,4.49922147,5.197329995,7.109748339,13.95390304,14.511673,12.2583404,29.14351124,23.39534233,27.10716803,60.16344359,63.10523295,60.44825851,121.6839234,115.4032,124.5556545,282.5743353,266.189205,275.9010556,523.1967291,526.0234935,505.363295,1014.163187,1044.374779,1082.944992
28,1.241504207,4.605729028,1.892173141,1.453171517,4.922375259,1.439843211,0.536354391,-0.757714309,3.113234521,-0.576902818,-1.839256142,3.67444648,4.050532802,1.679739066,2.804774374,6.302089458,1.765811467,-1.343176783,0.955474297,3.856705331,3.98264103,4.606262677,0.759000316,2.897944832,-0.779479735,0.732327585,-1.016967159,3.08540291,4.153327306,-0.910899685,0.513239185,-0.317389005,2.776612207,1.682496458,1.515031476,1.915156095,-0.3215557,2.833306744,1.090291693,0.494039401,2.747334716,1.672140233,1.566210691,3.911016923,-0.266026827,0.724866161,-1.083866387,2.399829929,-2.332254422,2.185970981,1.4019825,-1.284638249,1.323524606,5.223303007,-0.59348618,0.821817347,1.659143364,3.154108897,-3.54227461,2.193102827,-1.333575175,0.532835273,-4.90427229,3.935183184,1.376536095,-0.782564415,1.025020231,-0.241353722,-0.88614126,-0.000740528,0.790828964,2.85418576,14.41624861,12.55239363,14.38044786,26.8825973,29.75427295,27.5410929,65.96943763,62.08399567,59.35397005,117.8544445,118.9559063,122.2913146,132.4147842,124.5307318,135.1089398,305.9784925,288.940146,300.4672902,574.0072711,576.7793148,550.084723,1113.822632,1144.923037,1195.690598
29,4.170545241,-2.091988934,4.049700687,2.776706173,0.015024687,5.08752493,2.984097742,0.979207087,1.420385361,7.470687943,2.747800983,1.519415171,3.590455116,2.581121578,2.325722374,2.312549627,2.238579109,1.381485922,3.727108756,2.704075509,2.661087161,1.667373091,1.084660421,1.28804686,2.271925057,0.136155875,4.03551176,0.422755373,-2.570257417,4.671335073,1.651498222,1.671129962,3.859400137,0.617933622,1.525605542,4.663716829,-1.00686266,3.310881061,3.400483794,-1.156695755,-0.177158185,-1.018198643,-0.920084845,2.608408603,2.051600819,2.515212656,0.105158037,-1.258136674,-3.361677743,-2.463050792,3.243163357,5.829597823,-0.378513482,-1.124757092,1.108781871,-1.540214537,-3.608236757,3.341829192,-2.637713946,1.10544382,-0.509778289,-2.828095695,2.222185348,1.831727694,0.543635894,3.570084527,1.757544714,2.012261753,2.807396004,9.761100232,7.934210158,3.873886671,25.41996402,30.63569718,26.14795084,61.8780445,61.71570941,60.6220695,119.8420904,117.0062088,121.0514595,251.8822841,248.9043352,257.177182,137.9785496,128.649504,141.614183,320.1608905,302.1985162,313.0318541,606.1005878,607.5420345,577.6167092,1177.356218,1210.276829,1264.085924
30,-0.078205526,-0.318465316,4.350835624,1.636240358,1.685239978,4.310923757,4.611654325,1.872863473,3.231058848,5.512615588,2.171977406,5.71343035,-1.188187662,5.106562198,4.131759596,5.559992659,4.42639414,-0.513214753,2.373626273,3.721900992,7.515830122,1.223978619,-1.093326547,2.381506881,3.285097537,5.10299773,5.301528724,4.369327264,5.791720449,1.908394839,3.980602917,3.906281381,3.565165225,-0.210859846,5.056781801,-1.36337871,1.108431373,3.956576497,1.660854787,-2.697068732,0.95458704,3.597994118,3.583703897,1.700146207,4.578606836,-0.522522382,1.860915411,-1.361049865,2.624631152,2.343039787,0.267317168,-11.48423269,-2.629487091,1.762924849,-1.477814328,1.736377805,-8.272341568,2.63307114,1.557296565,3.868754127,0.134118923,2.586078924,-1.104056648,3.721450359,0.517792856,-1.830082508,5.21982304,7.052247447,10.26122562,16.02775792,13.12760914,15.03326428,47.90189963,53.11736051,51.2127771,114.7215162,110.3571445,116.572349,230.9116704,224.9751901,220.1027104,424.8507403,418.9197179,431.9860282,142.0906381,130.0532368,146.2420719,327.8945424,308.9135922,321.0125502,623.8382589,624.8953708,591.1626672,1217.082532,1249.830428,1303.792329
31,-0.419986683,4.508543125,1.174272568,0.352141918,3.115810261,1.083538293,1.929545164,4.398099021,4.340137067,-2.752525688,3.811015186,-1.739810756,3.337155427,5.543154553,2.534185759,4.3671035,2.732786988,10.27998593,6.63147599,1.297560321,1.522278097,4.516953189,1.316502974,-0.492063375,1.421191947,3.206955411,4.291177995,-2.141899597,4.4231314,2.134195392,-0.028020817,1.79677457,1.491022169,-0.139202452,3.442063555,3.131719221,1.76584715,0.847033326,0.703848657,5.280813916,0.992631277,4.237385169,2.665300132,3.362183006,1.860573866,0.33609457,3.11901627,-0.267932226,-0.683384509,-0.189366874,3.180187994,-10.17987089,2.918130635,1.472942241,-2.438572292,-1.386460408,-0.257249688,3.729404608,1.935967154,3.521389946,4.242416009,2.428075639,6.494248673,7.437278696,5.409886544,7.501741208,16.36328819,15.52489575,17.49469529,41.1753398,35.13813769,21.89186632,76.86703197,85.0369157,85.37079831,177.4272094,175.468012,177.2628751,347.5943577,337.5924991,328.3225849,637.3517276,628.354921,644.183064,142.8557382,130.3371357,148.2942787,331.1260673,312.2666671,322.9902501,634.1253208,634.8758548,596.7817172,1241.210272,1274.789468,1326.795107
32,3.634914733,-0.471073099,4.35320356,3.016420595,-0.063286115,2.224610773,4.812593268,1.808824414,0.710553292,1.517177284,1.926797438,1.822979917,3.481584691,4.215567941,2.846240646,1.033907157,3.882426876,3.531749592,2.801469105,2.743799667,2.134318535,3.30037283,6.757447531,5.580914004,1.313721983,0.552892674,0.795185755,-1.129233144,1.66678962,0.47855319,6.253526498,0.888592899,0.049304516,3.286988431,5.199534659,5.846796472,6.219606554,4.22834517,3.720096667,0.502442945,-0.587946913,2.346288267,2.570176369,-0.952147249,0.672920268,0.213783599,5.182482682,1.552475101,-0.585733005,-4.697319006,1.317464324,-2.86251739,-3.268993711,1.714213081,0.05984239,-2.695620064,2.926395071,2.631718402,1.027558144,3.913680422,9.604565408,11.12568376,2.842612958,20.50089474,12.63661613,13.51014446,41.16464402,31.67002998,42.43708491,79.41088836,65.98132422,61.62556787,100.7678979,108.7800925,115.2536932,235.3885988,232.8223207,233.0305904,463.8326105,446.7920739,435.0201432,853.5261987,837.559992,857.3933516,143.6504055,133.0333536,148.567006,332.6119118,313.7033646,323.7287867,639.1543581,639.5364717,600.2734637,1254.398574,1286.684456,1341.729541
33,3.34371028,-0.685700384,2.135070368,1.32377098,2.721539039,5.640120797,2.707067738,-0.040649711,0.418663218,1.25766174,-1.36240779,0.154162399,0.714807703,0.96858609,0.055162972,3.994546029,2.004519135,1.066315964,-0.797634824,-0.530056796,4.381051974,-0.215626374,-1.936834608,3.698938606,4.396831303,4.207300551,-0.62081785,5.48845277,2.075481813,1.403398101,0.837040237,3.268442454,3.119940396,-5.138287561,1.974460071,0.218380573,0.04852551,1.189399032,2.000121498,-0.950921675,-2.088085023,3.903067255,4.231087668,0.646222741,1.755694154,3.631805201,7.868159528,0.7934811,-2.679640532,-3.97714061,-0.591461964,-13.03225574,1.751148043,3.010827909,-0.575368778,0.692255901,-0.163149247,4.981353456,-0.109041243,3.103492066,17.74566982,20.39409579,14.9021024,41.88179891,26.39764881,32.05192725,89.0454796,71.00350204,78.91969541,158.8760007,146.2920707,108.2632363,120.6716153,127.3915234,139.1452735,281.5618025,277.8585605,282.13205,558.7390954,536.4735551,524.5441934,1037.564782,1014.443744,1037.13305,141.7694494,134.8279294,148.3956672,333.1275847,313.6147847,324.5333824,642.4061187,639.1409313,603.4484255,1258.887783,1293.709606,1352.473095
34,0.351666683,1.20964701,2.136335494,0.805180603,3.39653498,-0.547546225,-2.0883693,2.971515655,0.214520936,2.223744179,1.599756913,2.408494269,-0.392163667,0.741279129,1.840514694,3.935606359,-0.133352318,-1.114806834,-0.624528921,3.286586905,0.782833018,1.091783127,1.3927854,-1.412836872,-0.938439697,-3.341179949,2.321959535,2.551989388,-3.366955769,2.410230594,3.568497453,1.487757318,-1.920676666,2.845219492,8.170583709,6.108573904,1.611191608,2.330775436,-1.358976723,-1.271053105,0.276452508,0.331014895,0.753895898,-0.938895316,5.569624362,-2.499815659,2.247481346,-0.723682784,-0.445282768,3.795087025,-1.857613304,-15.87610148,-1.731811071,2.001184636,0.0367767,0.644412855,-1.353195617,-0.671123102,2.387416604,4.362128079,32.99601492,42.17158174,27.54062081,83.3208122,48.29595566,65.8900913,163.158304,124.8989445,157.1104395,326.7278456,303.4134557,240.5019625,132.9425716,141.5564862,153.3538273,313.7335023,307.2357322,313.3001162,629.689914,601.7791571,587.0631463,1172.76823,1143.690389,1169.785556,142.1837422,135.5542882,148.7963417,332.3121213,314.0039174,325.2811124,643.71676,639.9541645,605.9367718,1262.095149,1298.515338,1359.630566
35,3.087135546,-1.24193862,2.781534429,3.055555432,2.870443787,5.01473763,0.846503613,0.304988232,5.311079272,5.937328052,-4.324311085,3.779003638,-0.07068221,-0.082472727,3.466723977,3.220081384,1.619204192,0.809217818,2.582673617,0.881886006,4.375864102,5.852891447,-2.08143132,0.975957461,0.686683193,2.863854693,1.989110743,-0.657093366,4.469689463,4.097061471,2.531668094,1.981082275,7.815612028,-2.331472744,2.548511021,0.286727333,4.659298537,3.776134408,1.666347477,-2.684316304,0.0442398,0.220730076,0.215304675,1.5793313,3.715572197,1.291959597,4.970748241,-3.21124943,3.71894402,-1.80304491,0.563112579,-2.625837433,0.018692551,0.624896811,4.073190063,9.160500959,1.603293728,1.761815301,10.87767474,2.753323584,62.3578865,68.33252189,48.75593174,138.8238336,89.54302632,113.684998,276.2163864,236.426633,270.7093132,531.7582699,502.2140408,414.7990075,141.4588714,148.7720871,162.5682104,331.7950035,327.546433,334.2285694,673.5505225,643.2888073,629.4406677,1260.777893,1229.858018,1259.832551,141.5332501,132.3520684,148.6231015,330.9876824,313.0176625,325.5342802,644.0300998,639.7264436,604.7744425,1265.424777,1302.61027,1361.648698
36,3.148799127,2.27500015,3.443722949,2.337426269,3.224659388,0.600807361,2.394729648,0.206722185,-0.336198664,-0.059536542,5.863938737,-2.102819655,1.248272176,1.154667542,3.65311131,0.489854685,5.545663625,1.862703137,0.975532795,0.634381227,1.667894846,0.662240998,5.376615925,1.230557006,0.684843302,4.458489913,4.488710325,-4.16775848,2.340583136,5.175652642,-0.906721692,0.873837834,1.662991213,3.903153278,3.601798747,4.248783461,-0.048140258,0.722187492,-0.623220147,-5.466592967,1.743734756,1.752727009,-0.934310286,2.334675928,-1.153810937,3.832907679,2.176319252,1.289859605,1.747297709,-0.993372902,-2.971492649,-7.122355447,3.207035527,1.031664889,8.211445004,18.82873269,4.838390348,-0.632497398,17.86711914,-0.578163256,91.74391977,97.93845867,84.29232008,197.1170488,140.7962673,181.3408881,384.9353352,349.9248069,384.4118667,769.5005265,736.680658,634.1082194,145.5347337,152.7108887,166.17566,341.4031744,339.2624172,343.6363938,700.5734795,667.2823619,651.6860227,1313.94124,1282.0515,1314.580056,140.3703313,130.8674997,146.365664,330.6502378,312.5116201,323.7311664,645.3755596,640.591955,603.5149856,1269.489967,1304.070499,1363.235923
37,4.794958926,-4.465646182,2.880260725,3.711429033,2.605012119,0.033706641,2.911040533,0.959130597,2.39776412,3.821911056,0.000656019,1.2663578,1.849985777,-1.897344568,3.277150066,-0.485341163,-0.133100919,1.568875868,-0.995475314,-0.204080956,-0.650918054,5.953486929,-2.07539998,-0.060301885,4.138052553,2.30376747,2.294962602,3.519378371,1.800862836,5.065961858,4.113671834,-1.161239663,4.009312389,0.386155377,2.829159465,-4.202849068,-0.421805881,1.723553389,3.495599555,1.386853628,1.886985846,3.034293454,1.838304455,0.407734048,2.721758317,5.294175606,-1.3925413,1.71738763,0.789507212,1.343220048,3.416174739,11.37212777,2.944905291,0.921169191,17.29035313,37.93217061,20.43832993,4.244344128,36.64595013,-1.297584344,112.0199468,122.9082943,111.6294646,245.3318856,185.8584934,241.535419,479.686252,458.9970154,489.6702389,995.3174233,962.3598756,868.178023,147.2986365,154.1645641,169.3822548,346.5598531,346.8425024,350.5522533,715.6125596,680.2907003,665.2649601,1345.122799,1312.520208,1345.667001,140.3473615,129.3145345,145.0478343,330.735553,310.5716354,324.1633155,643.9031772,641.7941205,603.3240917,1270.6494,1303.87393,1363.663739
38,-3.257757287,-0.013785881,-2.862113975,1.284745253,0.374801077,4.12992236,2.302150678,3.436437749,1.242758233,3.440161249,4.569314107,0.624372938,2.419899748,-1.611967411,3.767479851,7.050249249,-1.495949311,-0.901956775,-1.982051401,1.058040262,5.031474338,1.810411634,-0.362327889,-1.244573605,2.574378275,1.935318426,5.014640735,2.38003544,2.206571792,4.391836213,1.748930907,3.283525915,-0.069451423,-2.54436019,-1.077088562,3.548035859,3.300334803,1.916284284,3.056090878,2.771112568,3.229610102,0.859969897,3.157680787,-0.480735607,-1.869637489,1.561788863,2.846826139,-4.479677292,5.943352224,5.460824747,3.761845574,52.56033482,14.84991365,1.594862408,38.99211488,76.64247938,36.10773718,3.128782578,74.82128177,2.62202148,127.9611354,142.3657897,134.6853847,279.1037342,221.4462538,288.3838295,551.4165754,548.9518036,570.9477826,1174.167974,1139.997836,1072.855704,147.976004,156.1792736,170.6550359,350.7422476,349.9345696,353.0312864,723.6300521,688.1648371,671.6514855,1363.455235,1329.674282,1361.192584,139.5637873,129.9106063,142.7557438,329.5225277,310.5206185,324.0721128,644.1327273,640.9069211,606.0591402,1269.496826,1302.040882,1365.794001
39,1.395909602,2.664202241,0.098128619,2.320526127,-1.506711312,4.062474359,-0.870947861,0.101950093,1.540944544,1.102552028,-0.453859112,2.956841986,1.752583027,1.59999989,-2.011706265,3.869305716,1.212490944,-0.467048042,0.053741621,1.313196725,1.794291265,-2.264694292,1.598026104,2.29970562,-0.486572898,5.473657233,-1.332199364,-0.404747906,4.929011904,1.893467528,-0.010593524,-0.143430555,6.278039001,-0.36941474,-1.365865503,-0.857312936,1.064126266,2.687843729,3.316771227,3.474901642,1.086788757,1.805694568,2.50228114,0.578017505,-1.242866782,2.36844565,4.879290631,1.41518979,13.30950575,20.51526481,0.440517558,73.51362788,47.09774768,0.316415918,76.66426623,147.9326874,75.8679671,-0.723441436,146.8691373,-3.049832052,139.3691044,153.5063876,151.3668227,300.3549685,241.9594801,318.5509699,599.0202716,611.9290725,627.6640542,1293.732172,1260.079734,1228.85502,147.8721511,157.4814046,171.2112161,349.9949135,350.6951345,354.7338943,727.3526659,693.4590967,676.7346745,1375.218452,1338.856,1370.460756,139.5836284,130.1645352,144.3966178,328.4004418,309.6998992,325.5096345,643.8569092,641.547131,606.6415818,1269.331011,1301.405539,1366.572008
40,0.085072662,1.710219368,2.433717247,1.372460635,2.219309412,1.894318562,0.956056205,0.162930953,2.999971444,1.649603503,-0.732479325,0.381612552,3.49299242,1.476692313,-0.643163155,-0.969900564,4.062798955,1.161043646,0.7632589,-2.692241886,-0.086439269,-1.206687583,0.341610968,-1.296849801,0.424060331,-0.558474968,1.778636853,-0.576037781,1.049343981,1.594646859,2.90910618,0.112420107,1.834624928,1.187242755,2.021793096,2.882037126,0.684835373,2.681530052,1.568316667,3.00041531,3.131981145,0.379219424,0.804491517,-0.179610949,0.144387905,-1.918659223,3.118572285,2.317710212,36.23488948,42.03029574,-0.908494579,138.3981261,87.20248377,0.046862518,152.8722198,260.0085075,142.1166504,2.901063172,312.4599056,-0.18316415,146.2464141,160.7508844,160.035991,311.9132401,254.5516709,334.5426819,629.136131,651.0670632,661.5957706,1365.94385,1332.888328,1333.241633,149.4359577,158.6046681,170.8881667,351.652769,350.4278227,355.9482112,727.7494677,697.3936635,678.1820048,1381.473261,1345.19471,1378.483653,137.6087489,130.7679695,143.5908748,327.7597121,309.3333153,324.3776987,643.3080349,640.1327682,604.9459246,1270.434394,1302.032332,1365.422916
41,4.230974728,-0.576970824,1.407565327,0.992301067,-1.402484432,1.429736454,0.129118723,0.204748359,2.05306862,2.439011819,-1.874566115,3.904775018,2.999823235,3.754393136,5.478314241,4.884278104,-2.404672651,3.557788616,2.163962647,4.344239815,3.587165902,-1.818453378,-1.250724545,1.178151119,-3.455428074,0.429183092,-0.893731258,3.033462779,3.724394883,0.805226631,3.115712674,-1.363552186,1.420444071,-1.062708915,-0.813912925,-2.61109416,-0.319120913,0.741899263,4.507105645,1.797939546,1.05500638,1.381131613,4.286252499,-1.944899482,4.655455926,5.175584708,-1.573464815,-1.383914114,64.42325758,74.63174362,1.280868025,197.2438989,142.009877,2.416646296,261.9555981,373.7496004,254.0615483,1.290138003,520.2703936,1.827161312,149.732072,164.2261093,165.1952316,317.5898902,262.0362269,341.9961592,645.9838889,674.0008756,681.8042721,1407.669534,1375.530831,1399.213712,147.6618395,155.6065098,169.9641465,349.5867101,351.3704846,357.7131159,728.7757306,698.8996285,679.4902664,1385.808592,1348.671584,1382.041169,136.946828,129.2522307,143.8828187,327.8130913,309.2883646,324.5721513,643.2634509,639.3391645,603.1070934,1270.754708,1300.505654,1363.923262
42,0.337836433,2.32339456,2.625497289,-0.421764995,1.063184015,-1.407206296,2.507860995,-0.156909967,1.012534262,2.863931614,3.189928839,-1.785466176,0.314325463,-1.777346108,0.506083606,1.052547672,1.921366149,-1.217488189,0.967929652,5.674693564,2.916371125,-0.244092056,1.408291513,3.305905163,3.411018365,4.638313023,-2.438498249,-1.917063628,1.195511127,0.69107441,0.986035228,-1.183878027,-1.044183518,-0.773879992,2.821335427,1.549428236,2.758633325,4.537095538,3.613950836,1.908791021,4.834774288,3.479619965,1.965657702,2.332898407,1.915792343,0.791723877,3.782243537,0.485785941,92.97911768,110.6709841,0.525088814,253.5377167,191.9060086,-1.844109828,375.6039466,480.5139052,371.4833213,0.190818157,767.3324289,-0.786232698,150.6378344,167.0187015,167.1536945,320.270497,267.9750437,345.852914,655.9895876,687.5229323,691.1131674,1432.658286,1401.133806,1438.446455,147.3086216,154.7604658,170.1818653,350.8655471,351.6113439,358.070329,729.8752517,699.9032521,679.6062135,1386.261121,1352.681268,1386.868315,136.2540203,128.4153024,142.5043813,326.9708803,307.8365635,322.5219563,642.6501306,638.8058507,601.2290259,1271.111141,1301.546986,1362.419481
43,1.485151616,-0.8381057,0.809873711,1.998549953,-0.721408276,1.060434309,2.889411107,0.933351087,-1.423344284,-0.145301508,0.832396619,2.230366044,2.426734809,0.547564782,-0.095157261,-2.097449614,1.953146107,1.638754033,2.862153952,0.756919392,7.735724592,-1.151381515,-1.942091445,0.163793832,0.880831019,-1.719310527,1.58309013,-1.526278538,-2.590319873,-2.437626569,-1.931203764,1.780667442,-0.711996441,-4.20007003,-0.978074904,-3.244715762,-3.067206027,2.048568056,0.284700833,1.164750908,1.96628249,-1.178754212,0.669744218,2.730769516,2.248840171,1.954509717,-1.763090481,3.836540365,116.0712005,135.0631701,-2.45646033,281.8934344,236.6372716,-1.529716669,485.5596186,567.4911313,486.2811415,1.447422459,1012.44282,-2.664968945,151.2931657,167.8641699,168.8447677,322.5983668,271.4633883,348.6573903,660.4715865,696.9444582,698.5426172,1449.156526,1417.721343,1462.274186,145.5088653,153.2763669,168.164575,348.9942335,352.3490568,356.7678373,729.6373589,698.0747054,679.4579852,1388.943369,1354.048205,1386.036616,135.3084768,127.4953484,141.5048595,325.3229602,308.0484494,320.967754,642.0722796,638.6542798,602.0163476,1268.535609,1299.956936,1364.26039
